Registro Federal de Establecimientos de Salud

Fecha de creación de la lista: 6 de mayo de 2020 20:33

Filtros aplicados: Tipología: Establecimiento de salud sin internación de diagnóstico y tratamiento; Dependencia: Municipal; Dependencia: Provincial; Tipo de establecimiento: ESTABLECIMIENTO DE SALUD; 

Código;Nombre;Provincia;Dependencia;Tipología;Localidad;Departamento;Domicilio;CP;Teléfono;Categoría de tipología;Origen de financiamiento;Latitud;Longitud
50100422124319;ESTABLECIMIENTO SANITARIO PERIFERICO TRAMPASACHA;Catamarca;Provincial;ESSIDT;TRAMPASACHA;CAPAYÁN;TRAMPASACHA;4728;03835-495003;Con atención médica general por lo menos 3 días de la semana;Público;-28.84978591364871;-66.26867294311523
50100492124231;ESTABLECIMIENTO SANITARIO PERIFERICO UNIDAD ASISTENCIAL Nº 1 LA VIÑITA;Catamarca;Provincial;ESSIDT;SAN FERNANDO DEL VALLE DE CATAMARCA;CAPITAL;MARDOQUEO MOLINA Y LOS REGIONALES;4700;(03833) 43-7456;Con atención médica general por lo menos 3 días de la semana;Público;-28.487455;-65.779901
50100562124285;ESTABLECIMIENTO SANITARIO PERIFERICO VILISMAN;Catamarca;Provincial;ESSIDT;EL ALTO;EL ALTO;RUTA PROVINCIAL Nº 6;4235;null;Sin atención médica en forma periódica (menor a 3 veces por semana);Público;-28.5562178;-65.30090459999997
50100492124320;ESTABLECIMIENTO SANITARIO PERIFERICO VILLA CUBAS;Catamarca;Provincial;ESSIDT;SAN FERNANDO DEL VALLE DE CATAMARCA;CAPITAL;AVENIDA AHUMADA Y BARROS 850;4700;3834 237701;Con atención médica diaria y con especialidades y/o otras profesiones;Público;-28.472557;-65.79773620000003
50100492124136;ESTABLECIMIENTO SANITARIO PERIFERICO VILLA PARQUE NORTE;Catamarca;Provincial;ESSIDT;SAN FERNANDO DEL VALLE DE CATAMARCA;CAPITAL;ABEL DELGADO Y LUIS PACHECO;4700;null;Con atención médica diaria y con especialidades y/o otras profesiones;Público;-28.441015710132895;-65.78558564186096
50100352124321;ESTABLECIMIENTO SANITARIO PERIFERICO VILLA VIL;Catamarca;Provincial;ESSIDT;VILLA VIL;BELÉN;RUTA PROVINCIAL N° 236;4751;03835-423265;Sin atención médica en forma periódica (menor a 3 veces por semana);Público;-27.10436644083771;-66.82022094726562
50100212224322;ESTABLECIMIENTO SANITARIO PERIFERICO VIRGEN DEL VALLE;Catamarca;Municipal;ESSIDT;ANDALGALA;ANDALGALÁ;HUACO;4740;03835- 423265;Con atención médica diaria y con especialidades y/o otras profesiones;Público;-27.578590289821886;-66.30317687988281
50100702124286;ESTABLECIMIENTO SANITARIO PERIFERICO VIRGEN DEL VALLE;Catamarca;Provincial;ESSIDT;ICAÑO;LA PAZ;VIRGEN DEL VALLE;5265;0832 480068;Sin atención médica en forma periódica (menor a 3 veces por semana);Público;-28.889171748242294;-65.31646728515625
50100142124323;ESTABLECIMIENTO SANITARIO PERIFERICO YERBA BUENA;Catamarca;Provincial;ESSIDT;YERBA BUENA;ANCASTI;RUTA PROVINCIAL Nº 14;5265;03832 480068;Sin atención médica en forma periódica (menor a 3 veces por semana);Público;-28.8119563;-65.50083569999998
10100352124013;ESTABLECIMIENTO SANITARIO PERIFIFERICO DE ENFERMERIA LA ALUMBRERA;Catamarca;Provincial;ESCIG;LA ALUMBRERA;BELÉN;RUTA NACIONAL N°65;4743;03835-463115;Bajo riesgo con internación simple;Público;-27.137368359795584;-67.412109375
10100212124014;ESTABLECIMIENTO SANITARIO SECCIONAL ACONQUIJA;Catamarca;Provincial;ESCIG;ACONQUIJA;ANDALGALÁ;RUTA PROVINCIAL Nº 48;4743;(03835) 42-2225;Bajo riesgo con internación simple;Público;-27.55454690781033;-66.29493713378906
10100982124015;ESTABLECIMIENTO SANITARIO SECCIONAL ALIJILAN;Catamarca;Provincial;ESCIG;ALIJILAN;SANTA ROSA;AVDA 9 DE JULIO S/N;4723;(03833) 48-5093;Bajo riesgo con internación simple;Público;-28.166453875740487;-65.49362182617188
10101052124016;ESTABLECIMIENTO SANITARIO SECCIONAL COPACABANA;Catamarca;Provincial;ESCIG;LA PUNTILLA;TINOGASTA;RUTA NACIONAL 60;5333;03837 420514;Bajo riesgo con internación simple;Público;-28.19913685996879;-67.48489379882812
10100352124018;ESTABLECIMIENTO SANITARIO SECCIONAL DR. BERNABE IMISCO LONDRES;Catamarca;Provincial;ESCIG;LONDRES;BELÉN;CALLE PUBLICA S/N;4753;03835-.461550;Bajo riesgo con internación simple;Público;-27.71666141409454;-67.11685180664062
10101052124017;ESTABLECIMIENTO SANITARIO SECCIONAL EL SALADO;Catamarca;Provincial;ESCIG;EL SALADO;TINOGASTA;El Salado;5341;03837-420514;Bajo riesgo con internación simple;Público;-28.310426020475724;-67.2528076171875
10101052124019;ESTABLECIMIENTO SANITARIO SECCIONAL MEDANITOS;Catamarca;Provincial;ESCIG;MEDANITOS;TINOGASTA;PROVINCIAL Nº 218;5341;03837-420514;Bajo riesgo con internación simple;Público;-27.510707451811573;-67.60162353515625
10100842124020;ESTABLECIMIENTO SANITARIO SECCIONAL MUTQUIN;Catamarca;Provincial;ESCIG;MUTQUIN;POMÁN;PROVINCIAL Nº 215;5317;03835497139;Bajo riesgo con internación simple;Público;-28.317075494906707;-66.16996765136719
10100702124021;ESTABLECIMIENTO SANITARIO SECCIONAL QUIROS  DR. RAUL SABAGH;Catamarca;Provincial;ESCIG;QUIROS;LA PAZ;CALLE PUBLICA S/N;5266;null;Bajo riesgo con internación simple;Público;-28.77849271929016;-65.11734008789062
10100702124022;ESTABLECIMIENTO SANITARIO SECCIONAL SAN ANTONIO DE LA PAZ;Catamarca;Provincial;ESCIG;SAN ANTONIO;LA PAZ;RUTA NACIONAL N° 157;5264;03832 -480068;Bajo riesgo con internación simple;Público;-28.93244887033966;-65.07888793945312
10100912124023;ESTABLECIMIENTO SANITARIO SECCIONAL SAN JOSE;Catamarca;Provincial;ESCIG;SAN JOSE VILLA;SANTA MARÍA;SAN JOSE;4139;(03838) 42-3042;Bajo riesgo con internación simple;Público;-26.798638390691266;-66.06834411621094
50100492224459;ESTABLECIMIENTOS SALUD CIC SUR;Catamarca;Municipal;ESSIDT;CAPITAL;CAPITAL;Av. Manuel Navarro Esq. José Martí;4700;383-4437438;Con atención médica diaria y con especialidades y/o otras profesiones;Público;-28.500607321118245;-65.78788161277771
50100072124618;ESTABLECIMIENTOS SANITARIO PERIFERICO HUMAYA;Catamarca;Provincial;ESSIDT;COLPES;AMBATO;Humaya;5319;null;Con atención médica general por lo menos 3 días de la semana;Público;-27.969767517725753;-65.9450912475586
50180912139343;ESTACION SANITARIA ANGELICA LOPEZ;Corrientes;Provincial;ESSIDT;LAVALLE;LAVALLE;AVENIDA SAN MARTIN 1215;3445;03777-493086;Con atención médica general por lo menos 3 días de la semana;Público;-29.02714;-59.186323000000016
50180842139356;ESTACION SANITARIA APIPE GRANDE DE SAN ANTONIO;Corrientes;Provincial;ESSIDT;ITUZAINGO;ITUZAINGÓ;CALLE S/N A 3 CUADRAS PREFECTURA;3302;3795067231;Con atención médica general por lo menos 3 días de la semana;Público;-27.5899088;-56.68927009999999
50181472139514;ESTACION SANITARIA BACARAY;Corrientes;Provincial;ESSIDT;LA CRUZ;SAN MARTÍN;Paraje Bacaray - La Cruz;3346;null;Con atención médica general por lo menos 3 días de la semana;Público;-29.155485;-56.63367
50301052142457;ESTACION SANITARIA CENTRAL FRANCISCO FIGUEREDO;Entre Ríos;Municipal;ESSIDT;VICTORIA;VICTORIA;AVENIDA CONGRESO 3269 Y CHACABUCO;3153;03436 - 422053;Sin atención médica en forma periódica (menor a 3 veces por semana);Público;-32.175612478499325;-59.4140625
50181612139188;ESTACION SANITARIA COLONIA PANDO;Corrientes;Provincial;ESSIDT;SAN ROQUE;SAN ROQUE;CORRIENTES ESQ BS.AS;3449;null;Con atención médica general por lo menos 3 días de la semana;Público;-28.5746822;-58.7091255
50181612140294;ESTACION SANITARIA DE COLONIA PANDO;Corrientes;Provincial;ESSIDT;COLONIA PANDO;SAN ROQUE;Corrientes y Buenos Aires;3449;3777471643;Con atención médica diaria y con especialidades y/o otras profesiones;Público;null;null
50181122139205;ESTACION SANITARIA DE JUAN PUJOL;Corrientes;Provincial;ESSIDT;MONTE CASEROS;MONTE CASEROS;ELOY ELIZAGA S/Nº - JUAN PUJOL;3232;03775-499304;Sin atención médica en forma periódica (menor a 3 veces por semana);Público;-30.245128504843667;-57.680625915527344
50180772139208;ESTACION SANITARIA DR. FRANCISCO BAHIAO;Corrientes;Provincial;ESSIDT;RAMADA PASO;ITATÍ;AV. 13 DE JUNIO S/N°;3412;null;Con atención médica general por lo menos 3 días de la semana;Público;-27.366191;-58.299938999999995
50660282174406;ESTACION SANITARIA DR. MIGUEL RAGONE;Salta;Provincial;ESSIDT;SALTA;CAPITAL;Av. de los Incas s/n. Centro Cívico Grand Bourg. Block 2 - Planta Baja;4400;null;Sin atención médica en forma periódica (menor a 3 veces por semana);Público;null;null
50180492139209;ESTACION SANITARIA GUAYQUIRARO;Corrientes;Provincial;ESSIDT;ESQUINA;ESQUINA;GUAYQUIRARÓ SEGUNDA SECCION;3196;null;Con atención médica general por lo menos 3 días de la semana;Público;-30.0174007;-59.5321617
50181472139516;ESTACION SANITARIA ISOQUI;Corrientes;Provincial;ESSIDT;LA CRUZ;SAN MARTÍN;Pasaje Isoqui - La Cruz;3346;null;Con atención médica general por lo menos 3 días de la semana;Público;-29.138637;-56.64195
50181192239211;ESTACION SANITARIA PARADA PUCHETA;Corrientes;Municipal;ESSIDT;PARADA PUCHETA;PASO DE LOS LIBRES;SAN MARTÍN S/Nº  Y MAESTRO ARGENTINO;3232;null;Con atención médica general por lo menos 3 días de la semana;Público;-29.903564623456827;-57.575443267123774
50181332139210;ESTACION SANITARIA SANTA MARIA AUXILIADORA;Corrientes;Provincial;ESSIDT;SAN COSME;SAN COSME;GRAL PAZ S/Nº Y BELLA VISTA;3401;03783-497066;Con atención médica diaria y con especialidades y/o otras profesiones;Público;-27.370151;-58.512554
50180912139373;ESTACION SANITARIA YATAYTICALLE;Corrientes;Provincial;ESSIDT;LAVALLE;LAVALLE;AVENIDA PRINCIPAL S/N° A METROS DE RUTA PROVINCIAL 38;3445;3777445732;Con atención médica general por lo menos 3 días de la semana;Público;-29.1833333;-56.65
50421052154090;ESTACION TREBOLARES;La Pampa;Provincial;ESSIDT;GENERAL PICO;MARACÓ;CALLE SIN NOMBRE Y SIN NUMERO;6360;02302 430163;Sin atención médica en forma periódica (menor a 3 veces por semana);Público;null;null
50180072240186;EVA PERON;Corrientes;Municipal;ESSIDT;BELLA VISTA;BELLA VISTA;Federación y Catamarca;3432;03777451474;Con atención médica general por lo menos 3 días de la semana;Público;-27.4746007;-58.83396479999999
50180212140253;FACULTAD DE MEDICINA UNNE;Corrientes;Provincial;ESSIDT;CORRIENTES;CAPITAL;Mendoza 1471;3400;3794422290 int 258;Con atención médica diaria y con especialidades y/o otras profesiones;Público;-27.4741053;-58.83628280000005
50421332153087;FALUCHO;La Pampa;Provincial;ESSIDT;FALUCHO;REALICÓ;SIN NOMBRE S/Nº;6201;02331 499333;Sin atención médica en forma periódica (menor a 3 veces por semana);Público;-35.1833305;-64.09999849999997
51300842143709;FAVA MARCELO LABORATORIO DE ANALISIS CLINICOS;Entre Ríos;Provincial;ESSID;PARANA;PARANÁ;JUAN GARRIGO 1190;3100;3436238178;Laboratorio de Análisis Clínicos;Público;null;null
50300492243463;FEDERICO PERIER;Entre Ríos;Municipal;ESSIDT;GUALEGUAY;GUALEGUAY;continuacion Mitre y Cap. Giachino;2840;03444423210;Con atención médica general por lo menos 3 días de la semana;Público;-33.156755;-59.313999999999965
50420212153088;FONAVI 42 NELIDA MALDONADO;La Pampa;Provincial;ESSIDT;SANTA ROSA;CAPITAL;PESTALOZZI Y UNANUE;6300;02954 436966;Con atención médica diaria y con especialidades y/o otras profesiones;Público;-36.642063900739274;-64.29701757457224
50180212239214;FRANCISCO BOUZON (SAN FRANCISCO);Corrientes;Municipal;ESSIDT;CORRIENTES;CAPITAL;JUAN DE DIOS TOLEDO BARRIO SAN FRANCISCO;3470;03773 15416007;Con atención médica general por lo menos 3 días de la semana;Público;-27.4734807;-58.8422087
50420352153089;FRANCISCO DEL CALLEJO;La Pampa;Provincial;ESSIDT;CONHELO;CONHELO;9 DE JULIO Y ALBERDI;6381;02334 482002;Con guardia permanente;Público;-36.0018692;-64.59454349999999
50420982153090;FRANCISCO LIÑON;La Pampa;Provincial;ESSIDT;LUAN TORO;LOVENTUÉ;MANZANA 23 S/Nº;6317;02338 491060;Con guardia permanente;Público;-36.20197;-65.10275999999999
50421052153091;FRANK ALAN;La Pampa;Provincial;ESSIDT;GENERAL PICO;MARACÓ;CALLE 34 ENTRE 1 Y 101;6360;02302 423421;Con atención médica diaria y con especialidades y/o otras profesiones;Público;-35.648428442020375;-63.753752231859835
50020052118993;FUNDACION HUESPED;CABA;Provincial;ESSIDT;ALMAGRO;COMUNA 5;PJE CARLOS GIAN ANTONIO 3932 (EX PELUFFO);1202;4981-7777;Con atención médica diaria y con especialidades y/o otras profesiones;Público;null;null
51300842143708;GEBHART ROBERTO LABORATORIO DE ANALISIS CLINICOS;Entre Ríos;Provincial;ESSID;PARANA;PARANÁ;ESPAÑA 322;3100;3434223811;Laboratorio de Análisis Clínicos;Público;null;null
15780212183027;GERIATRICO FALUCHO;Santa Cruz;Provincial;ESCIETE;RIO GALLEGOS;GÜER AIKE;PASAJE FALUCHO 73;9400;(02966) 43-2020;Bajo riesgo con internación simple;Público;-51.62774053487144;-69.2135238647461
15620072170916;GERIATRICO LA CASA DEL ABUELO PEPE;Río Negro;Provincial;ESCIETE;VIEDMA;ADOLFO ALSINA;JOSE HERNANDEZ 800;8500;null;Bajo riesgo con internación simple;Público;-40.810059;-63.01744580000002
15020092119057;GERIATRICO NTRA.SRA. DE LUJAN;CABA;Provincial;ESCIETE;MATADEROS;COMUNA 9;AV.LARRAZABAL451;1408;1146420133;Mediano riesgo con internación con cuidados especiales;Público;null;null
15340142147705;GERIATRICO SAN ISIDRO LABRADOR Y HOGAR DE ANCIANOS EVITA;Formosa;Provincial;ESCIETE;FORMOSA;FORMOSA;FORTÍN YUNKA 84;3600;03704-42-8374;Bajo riesgo con internación simple;Público;-26.1793668;-58.182004199999994
15141052133754;GERIATRICO SANTA ROSA DE RIO PRIMERO - DR. RAMON B. MESTRE;Córdoba;Provincial;ESCIETE;SANTA ROSA DE RÍO PRIMERO (EST. VILLA SANTA ROSA);RÍO PRIMERO;MOISES QUINTEROS 548;5133;03574-480923;Bajo riesgo con internación simple;Público;-31.156607;-63.408510999999976
50420422153092;GOBERNADOR DUVAL;La Pampa;Provincial;ESSIDT;GOBERNADOR DUVAL;CURACÓ;LUIS LABORDE SIN NUMERO;8366;02946 494807;Con guardia permanente;Público;-38.741301;-66.435791
50221402127282;GRINGO PINTOS;Chaco;Provincial;ESSIDT;RESISTENCIA;SAN FERNANDO;KM 999 RUTA 11 BARRIO 17 DE JULIO;3500;0362 15 4 855544;Con atención médica diaria y con especialidades y/o otras profesiones;Público;-27.47548105782704;-59.05357360839844
50500282261226;GUAYMALLEN DIRECCION MUNICIPAL DE SALUD.-;Mendoza;Municipal;ESSIDT;VILLA NUEVA;GUAYMALLÉN;LIBERTAD 720;5521;0261 - 4498181;Con atención médica diaria y con especialidades y/o otras profesiones;Público;null;null
50421052153093;GUILLERMO BROWN;La Pampa;Provincial;ESSIDT;GENERAL PICO;MARACÓ;CALLE 9 814 OESTE;6360;02302 433525;Con atención médica diaria y con especialidades y/o otras profesiones;Público;-35.67103364906655;-63.77284526824951
50780212183096;HECTOR TITO MORENO;Santa Cruz;Provincial;ESSIDT;RIO GALLEGOS;GÜER AIKE;AVENIDA EVA PERON Y PASAJE MIRANDA;9400;420847;Con atención médica general por lo menos 3 días de la semana;Público;-51.625777;-69.24029999999999
50180352239215;HERMANA TERESITA;Corrientes;Municipal;ESSIDT;CURUZU CUATIA;CURUZÚ CUATIÁ;SOLER Y CORTADA;3460;03774-422132;Con atención médica general por lo menos 3 días de la semana;Público;-29.7915416;-58.0499307
51300842143718;HERRLEIN ANALIA  LABORATORIO DE ANALISIS CLINICOS;Entre Ríos;Provincial;ESSID;PARANA;PARANÁ;ESPAÑA  322;3100;null;Laboratorio de Análisis Clínicos;Público;null;null
15301132142141;HOGAR DE ANCIANOS DE VILLAGUAY;Entre Ríos;Provincial;ESCIETE;VILLAGUAY;VILLAGUAY;Hipólito Yrigoyen nº101;3240;(03455) 42-1452;Bajo riesgo con internación simple;Público;-31.8597777;-59.047584099999995
15140632233283;HOGAR DE ANCIANOS DULCE ATARDECER;Córdoba;Provincial;ESCIETE;MARCOS JUAREZ;MARCOS JUÁREZ;Bismarknesq. 1° de Mayo;2580;03472-422820 int. 129;Bajo riesgo con internación simple;Público;-32.696274;-62.09548
15141472131375;HOGAR DE ANCIANOS ELPIDIO GONZALEZ;Córdoba;Provincial;ESCIETE;DESPEÑADEROS (EST. DR. LUCAS A. DE OLMOS);SANTA MARÍA;ZONA RURAL OESTE DESPEÑADORES;5121;03547-492048;Bajo riesgo con internación simple;Público;-31.999380355580325;-64.44433629512787
15100352124398;HOGAR DE ANCIANOS PBRO. RAMON ROSA BARROS;Catamarca;Provincial;ESCIETE;BELEN;BELÉN;11 de Septiembre s/n;4750;03835 463741;Bajo riesgo con internación simple;Público;-27.654946310735014;-67.02827453613281
15101052124400;HOGAR DE ANCIANOS TINOGASTA;Catamarca;Provincial;ESCIETE;TINOGASTA;TINOGASTA;Presidente Perón esquina Ruchelly;5340;null;Bajo riesgo con internación simple;Público;-28.065769990258406;-67.56488800048828
15065322107334;HOGAR DE CIUDADOS MINIMOS ULISES D ANDREA;Buenos Aires;Provincial;ESCIETE;MERCEDES;MERCEDES;10 e/ 37 y 39;6600;null;Bajo riesgo con internación simple;Público;-34.655839;-59.43846300000001
50540632165800;HOGAR DE DIA;Misiones;Provincial;ESSIDT;PUERTO IGUAZU;IGUAZÚ;AV. RIO PARANA  Y 25 DE MAYO;3370;03764597813;Con atención médica general por lo menos 3 días de la semana;Público;-25.601573295043195;-54.5900559425354
53540282165710;HOGAR DE DIA;Misiones;Provincial;ESSIDT;POSADAS (MUNICIPIO DE POSADAS);CAPITAL;LOPEZ TORRES Y COMANDANTE ROSALES;3300;4597816;Con atención médica diaria y con especialidades y/o otras profesiones;Público;-27.394859931994088;-55.89689254760742
53100492124604;HOGAR ESCUELA FRAY MAMERTO ESQUIU;Catamarca;Provincial;ESSIDT;CAPITAL;CAPITAL;ALMAFUERTE 750;4700;3834302809;Sin atención médica en forma periódica (menor a 3 veces por semana);Público;-28.4580098;-65.77640509999998
50060982217993;HOGAR GERIATRICO PINEL;Buenos Aires;Municipal;ESSIDT;BERISSO;BERISSO;124 N° 1572;1923;null;Con atención médica diaria y con especialidades y/o otras profesiones;Público;-36.39023473094049;-59.50576085597277
50067602201628;HOGAR NUESTRA SEÑORA DE GUADALUPE;Buenos Aires;Municipal;ESSIDT;SAN MIGUEL;SAN MIGUEL;Av. Gdor. Vergara 6100;1663;46669898 INT 6111;null;Público;-34.568153;-58.6476587
50064412201629;HOGAR PANTALON CORTITO;Buenos Aires;Municipal;ESSIDT;LA PLATA;LA PLATA;CALLE 139 Nº 425 ENTRE 40 Y 41 BARRIO SAN CARLOS;1900;0221-4705989;null;Público;-34.93816456862665;-57.992604732426116
15061612116336;HOGAR PARA ADULTOS MAYORES VICTORIA DE PONS GOLDARACENA;Buenos Aires;Provincial;ESCIETE;CARMEN DE ARECO;CARMEN DE ARECO;Espil 409;6725;null;Bajo riesgo con internación simple;Público;-34.38808098982883;-59.82379674911499
15500072158633;HOGAR SANTA MARTA.-;Mendoza;Provincial;ESCIETE;5A. SECCION;CAPITAL;BOULOGNE SUR MER 361;5500;0261 - 4202628;Bajo riesgo con internación simple;Público;-32.896204964749906;-68.86286795139313
50062522201630;HOGAR TODOS JUNTOS;Buenos Aires;Municipal;ESSIDT;GARIN;ESCOBAR;ISLAS MALVINAS 3045 E/ LA PAZ Y JUAN XXIII - GARIN;1619;03488-8473789;null;Público;-34.403456507227155;-58.73893761638101
10340142147027;HOSPITAL  ALTA COMPLEJIDAD PTE. JUAN DOMINGO PERON;Formosa;Provincial;ESCIG;FORMOSA;FORMOSA;AV. NESTOR KIRCHNER Y PANTALEON GOMEZ;3600;370-4436441;Alto riesgo con terapia intensiva;Público;-26.18159071133514;-58.188443183898926
10580912167013;HOSPITAL  BUTA RANQUIL - ENFERMERO GABINO SAGREDO;Neuquén;Provincial;ESCIG;BUTA RANQUIL;PEHUENCHES;AV. JOSE JADULL ENTRE OLASCOAGA Y MANUEL BELGRANO;8353;02948-493000;Bajo riesgo con internación simple;Público;-37.050884108462;-69.87605631351471
10700212177009;HOSPITAL  DR. ALDO  CANTONI;San Juan;Provincial;ESCIG;CALINGASTA;CALINGASTA;AV. ARGENTINA S/Nº;5403;02648 421012;Bajo riesgo con internación simple;Público;-31.333558288284657;-69.41987425088882
10820422184155;HOSPITAL  DR. ALEJANDRO GUTIERREZ DE VENADO TUERTO;Santa Fe;Provincial;ESCIG;VENADO TUERTO;GENERAL LÓPEZ;Santa Fe 1311;2600;03462-421115 ctx 6269;Alto riesgo con terapia intensiva especializada;Público;-33.7518417;-61.95005949999995
10181542139022;HOSPITAL  DR. JOSE RODOLFO PIÑEIRO LORETO;Corrientes;Provincial;ESCIG;LORETO;SAN MIGUEL;COMERCIO Y JULIAN GONZALEZ;3483;03781- 497029;Bajo riesgo con internación simple;Público;-27.76382227;-57.275112449999995
10300842142024;HOSPITAL  DR. JOSEPH LISTER;Entre Ríos;Provincial;ESCIG;SEGUI;PARANÁ;MARIANO MORENO  Nº 444;3117;0343-4880384;Mediano riesgo con internación con cuidados especiales;Público;-31.954878;-60.124416999999994
10180072139023;HOSPITAL  EL SALVADOR;Corrientes;Provincial;ESCIG;BELLA VISTA;BELLA VISTA;Montevideo y Sucre;3432;(03777) 45-1063/ 64;Bajo riesgo con internación simple;Público;-28.52270509;-59.044625629999985
10820842184083;HOSPITAL  ESCUELA  EVA PERON - GRANADERO BAIGORRIA;Santa Fe;Provincial;ESCIG;GRANADERO BAIGORRIA;ROSARIO;Av. San martín 1645;2152;0341-4714510;Alto riesgo con terapia intensiva;Público;-32.86552290642215;-60.6973857882258
10300842142080;HOSPITAL  JOSE DE SAN MARTIN;Entre Ríos;Provincial;ESCIG;HERNANDARIAS;PARANÁ;Diamante 334;3127;0343-4960115;Bajo riesgo con internación simple;Público;-31.7325029;-60.53997659999999
10181332139024;HOSPITAL  JULIO C. RIVERO;Corrientes;Provincial;ESCIG;SAN COSME;SAN COSME;JOSE R. VIDAL Y DR. VALENZUELA;3412;496034;Bajo riesgo con internación simple;Público;-27.37058404;-58.51156766999998
50740142180178;HOSPITAL  NOGOLI;San Luis;Provincial;ESSIDT;NOGOLI;BELGRANO;12 DE OCTUBRE Y JUAN PASCUAL PRINGLES;5703;(02651) 49-0639;Con atención médica general por lo menos 3 días de la semana;Público;-32.9141796617935;-66.28875732421875
10820842184089;HOSPITAL  PROVINCIAL;Santa Fe;Provincial;ESCIG;ROSARIO;ROSARIO;Leandro Alem 1450;2000;0341-4721111;Alto riesgo con terapia intensiva;Público;-32.9562051;-60.63039600000002
10820632184098;HOSPITAL  SAYAGO;Santa Fe;Provincial;ESCIG;SANTA FE;LA CAPITAL;French 5090;3000;0342-4579226;Bajo riesgo con internación simple;Público;-31.5849591;-60.725877699999955
10220212126069;HOSPITAL 4 DE JUNIO RAMON CARRILLO;Chaco;Provincial;ESCIG;PRESIDENCIA ROQUE SAENZ PENA;COMANDANTE FERNÁNDEZ;Avenida Malvinas Argentinas 1350;3700;(0364)- 442-0667 INT DCION 5302;Alto riesgo con terapia intensiva;Público;-26.7761935;-60.44671600000004
10221052126070;HOSPITAL 9 DE JULIO;Chaco;Provincial;ESCIG;LAS BREÑAS;9 DE JULIO;ARBO Y BLANCO Y MERCANTE S/N;3722;(03731) 460034;Mediano riesgo con internación con cuidados especiales;Público;-27.0815513;-61.08479999999997
10300702142082;HOSPITAL 9 DE JULIO;Entre Ríos;Provincial;ESCIG;LA PAZ;LA PAZ;AV. ARTIGAS Nº 2310;3190;03437-422308;Mediano riesgo con internación con cuidados especiales;Público;-30.737944287808645;-59.62849974632263
10500982157033;HOSPITAL ALFREDO I. PERRUPATO.-;Mendoza;Provincial;ESCIG;CIUDAD DE SAN MARTIN;SAN MARTÍN;RUTA PROVINCIAL 50 Y ABDALA;5570;0263 - 4420158;Alto riesgo con terapia intensiva;Público;-33.07922404090307;-68.48813652992249
50500702157376;HOSPITAL ALFREDO METRAUX.-;Mendoza;Provincial;ESSIDT;FRAY LUIS BELTRAN;MAIPÚ;LOS ÁLAMOS Y LATERAL NORTE DEL ACCESO ESTE;5531;0261 - 4921000;Con atención médica diaria y con especialidades y/o otras profesiones;Público;-33.002122378246455;-68.64486336708069
10220072126022;HOSPITAL ALMIRANTE BROWN;Chaco;Provincial;ESCIG;PAMPA DEL INFIERNO;ALMIRANTE BROWN;Almirante Brown entre Irigoyen y Güemes;3708;(0364)- 449-7251;Bajo riesgo con internación simple;Público;-26.50252;-61.17599999999999
10580072167010;HOSPITAL ALUMINE;Neuquén;Provincial;ESCIG;ALUMINE;ALUMINÉ;4 DE CABALLERIA 547;8345;02942-496150;Bajo riesgo con internación simple;Público;-39.235585712942814;-70.91286957263947
10740422180007;HOSPITAL ANCHORENA;San Luis;Provincial;ESCIG;ANCHORENA;GOBERNADOR DUPUY;4TO. CENSO NACIONAL S/N;6389;02658 - 493002;Bajo riesgo con internación simple;Público;-35.678494089438786;-65.42495727539062
10580772167011;HOSPITAL ANDACOLLO - DR. ANTONIO GORGNI;Neuquén;Provincial;ESCIG;ANDACOLLO;MINAS;GOBERNADOR FELIPE SAPAG S/N;8353;02948-494021;Bajo riesgo con internación simple;Público;-37.17889412936085;-70.67148685455322
10900842196008;HOSPITAL ANGEL CRUZ PADILLA;Tucumán;Provincial;ESCIG;SAN MIGUEL DE TUCUMAN;CAPITAL;Alberdi 550;4000;0381-4240019 INT 113;Alto riesgo con terapia intensiva especializada;Público;-26.8364006;-65.2159206
10180912139020;HOSPITAL ANGELA DE LOPEZ LAVALLE;Corrientes;Provincial;ESCIG;GOBERNADOR JUAN E. MARTINEZ;LAVALLE;AV. SAN MARTIN 1215;3306;03482-15613844;Bajo riesgo con internación simple;Público;-28.911873;-58.938450999999986
10180212139021;HOSPITAL ANGELA IGLESIA DE LLANO;Corrientes;Provincial;ESCIG;CORRIENTES;CAPITAL;AYACUCHO 3288;3400;03794-475591/421081;Alto riesgo con terapia intensiva;Público;-27.471711;-58.81054599999999
10501192157034;HOSPITAL ANTONIO J. SCARAVELLI.-;Mendoza;Provincial;ESCIG;TUNUYAN;TUNUYÁN;MARTIN MIGUEL DE GUEMES 1441;5560;02622 - 422104;Alto riesgo con terapia intensiva;Público;-33.57582700757222;-69.01041626930237
10540352164428;HOSPITAL AREA CONCEPCION DE LA SIERRA - NIVEL I;Misiones;Provincial;ESCIG;CONCEPCION DE LA SIERRA;CONCEPCIÓN ;AVENIDA BARTOLOMÉ MITRE Y ROQUE SAENZ PEÑA;3355;03758-470010;Bajo riesgo con internación simple;Público;-27.982407;-55.520981000000006
50620422171150;HOSPITAL AREA GENERAL FERNANDEZ ORO;Río Negro;Provincial;ESSIDT;GENERAL FERNANDEZ ORO;GENERAL ROCA;PUEYRREDON 545;8324;299-4996016;Con atención médica diaria y con especialidades y/o otras profesiones;Público;null;null
